"name","url","license","usedIn","since"
"collection-visit","https://github.com/jonschlinkert/collection-visit","MIT","",""
"color-convert","https://github.com/Qix-/color-convert","MIT","",""
"color-name","https://github.com/colorjs/color-name","MIT","",""
"combined-stream","https://github.com/felixge/node-combined-stream","MIT","",""
"commander","https://github.com/tj/commander.js","MIT","",""
"component-emitter","https://github.com/component/emitter","MIT","",""
"compress-commons","https://github.com/archiverjs/node-compress-commons","MIT","",""
"compressible","https://github.com/jshttp/compressible","MIT","",""
"concat-map","https://github.com/substack/node-concat-map","MIT","",""
"content-disposition","https://github.com/jshttp/content-disposition","MIT","",""
"content-type","https://github.com/jshttp/content-type","MIT","",""
"convert-source-map","https://github.com/thlorenz/convert-source-map","MIT","",""
"cookie","https://github.com/jshttp/cookie","MIT","",""
"cookies","https://github.com/pillarjs/cookies","MIT","",""
"copy-descriptor","https://github.com/jonschlinkert/copy-descriptor","MIT","",""
"core-js-compat","https://github.com/zloirock/core-js","MIT","",""
"core-js-pure","https://github.com/zloirock/core-js","MIT","",""
"core-util-is","https://github.com/isaacs/core-util-is","MIT","",""
"crc32-stream","https://github.com/archiverjs/node-crc32-stream","MIT","",""
"crc","https://github.com/alexgorbatchev/node-crc","MIT","",""
"cross-spawn","https://github.com/moxystudio/node-cross-spawn","MIT","",""
"css.escape","https://github.com/mathiasbynens/CSS.escape","MIT","",""
"css","https://github.com/reworkcss/css","MIT","",""
"cssfilter","https://github.com/leizongmin/js-css-filter","MIT","",""
"cssom","https://github.com/NV/CSSOM","MIT","",""
"cssstyle","https://github.com/jsdom/cssstyle","MIT","",""
"csstype","https://github.com/frenic/csstype","MIT","",""
"cypress-example",,"ISC","",""
"dashdash","https://github.com/trentm/node-dashdash","MIT","",""
"data-urls","https://github.com/jsdom/data-urls","MIT","",""
"dataloader","http://github.com/facebook/dataloader","BSD-3-Clause","",""
"debug","https://github.com/visionmedia/debug","MIT","",""
"decamelize","https://github.com/sindresorhus/decamelize","MIT","",""
"decode-uri-component","https://github.com/SamVerschueren/decode-uri-component","MIT","",""
"deep-equal","http://github.com/substack/node-deep-equal","MIT","",""
"deep-is","http://github.com/thlorenz/deep-is","MIT","",""
"deepmerge","https://github.com/TehShrike/deepmerge","MIT","",""
"define-properties","https://github.com/ljharb/define-properties","MIT","",""
"define-property","https://github.com/jonschlinkert/define-property","MIT","",""
"delayed-stream","https://github.com/felixge/node-delayed-stream","MIT","",""
"delegates","https://github.com/visionmedia/node-delegates","MIT","",""
"depd","https://github.com/dougwilson/nodejs-depd","MIT","",""
"deprecated-decorator","https://github.com/vilic/deprecated-decorator","MIT","",""
"destroy","https://github.com/stream-utils/destroy","MIT","",""
"detect-newline","https://github.com/sindresorhus/detect-newline","MIT","",""
"dicer","http://github.com/mscdex/dicer","MIT","",""
"diff-sequences","https://github.com/facebook/jest","MIT","",""
"diff","https://github.com/kpdecker/jsdiff","BSD-3-Clause","",""
"doctrine","http://github.com/eslint/doctrine","BSD","",""
"dom-accessibility-api","https://github.com/eps1lon/dom-accessibility-api","MIT","",""
"domexception","https://github.com/jsdom/domexception","MIT","",""
"ecc-jsbn","https://github.com/quartzjer/ecc-jsbn","MIT","",""
"ee-first","https://github.com/jonathanong/ee-first","MIT","",""
"electron-to-chromium","https://github.com/kilian/electron-to-chromium/","ISC","",""
"emoji-regex","https://github.com/mathiasbynens/emoji-regex","MIT","",""
"encodeurl","https://github.com/pillarjs/encodeurl","MIT","",""
"end-of-stream","https://github.com/mafintosh/end-of-stream","MIT","",""
"error-ex","https://github.com/qix-/node-error-ex","MIT","",""
"error","https://github.com/Raynos/error","MIT","",""
"es-abstract","https://github.com/ljharb/es-abstract","MIT","",""
"es-to-primitive","https://github.com/ljharb/es-to-primitive","MIT","",""
"escalade","https://github.com/lukeed/escalade","MIT","",""
"escape-html","https://github.com/component/escape-html","MIT","",""
"escape-string-regexp","https://github.com/sindresorhus/escape-string-regexp","MIT","",""
"escodegen","http://github.com/estools/escodegen","BSD-2-Clause","",""
"esprima","https://github.com/jquery/esprima","BSD-2-Clause","",""
"estraverse","http://github.com/estools/estraverse","BSD-2-Clause","",""
"esutils","http://github.com/estools/esutils","BSD-2-Clause","",""
"exec-sh","https://github.com/tsertkov/exec-sh","MIT","",""
"execa","https://github.com/sindresorhus/execa","MIT","",""
"exit","https://github.com/cowboy/node-exit","MIT","",""
"expand-brackets","https://github.com/jonschlinkert/expand-brackets","MIT","",""
"expect","https://github.com/facebook/jest","MIT","",""
"extend-shallow","https://github.com/jonschlinkert/extend-shallow","MIT","",""
"extend","https://github.com/justmoon/node-extend","MIT","",""
"extglob","https://github.com/micromatch/extglob","MIT","",""
"extsprintf","https://github.com/davepacheco/node-extsprintf","MIT","",""
"fast-deep-equal","https://github.com/epoberezkin/fast-deep-equal","MIT","",""
"fast-json-stable-stringify","https://github.com/epoberezkin/fast-json-stable-stringify","MIT","",""
"fast-levenshtein","https://github.com/hiddentao/fast-levenshtein","MIT","",""
"fb-watchman","https://github.com/facebook/watchman","Apache-2.0","",""
"file-uri-to-path","https://github.com/TooTallNate/file-uri-to-path","MIT","",""
"fill-range","https://github.com/jonschlinkert/fill-range","MIT","",""
"find-up","https://github.com/sindresorhus/find-up","MIT","",""
"follow-redirects","https://github.com/follow-redirects/follow-redirects","MIT","",""
"for-in","https://github.com/jonschlinkert/for-in","MIT","",""
"forever-agent","https://github.com/mikeal/forever-agent","Apache-2.0","",""
"form-data","https://github.com/form-data/form-data","MIT","",""
"fragment-cache","https://github.com/jonschlinkert/fragment-cache","MIT","",""
"fresh","https://github.com/jshttp/fresh","MIT","",""
"fs-capacitor","github:mike-marcacci/fs-capacitor","MIT","",""
"fs-constants","https://github.com/mafintosh/fs-constants","MIT","",""
"fs-extra","https://github.com/jprichardson/node-fs-extra","MIT","",""
"fs.realpath","https://github.com/isaacs/fs.realpath","ISC","",""
"fsevents","https://github.com/fsevents/fsevents","MIT","",""
"function-bind","https://github.com/Raynos/function-bind","MIT","",""
"gensync",,"MIT","",""
"get-caller-file","https://github.com/stefanpenner/get-caller-file","ISC","",""
"get-package-type","https://github.com/cfware/get-package-type","MIT","",""
"get-stream","https://github.com/sindresorhus/get-stream","MIT","",""
"get-value","https://github.com/jonschlinkert/get-value","MIT","",""
"getpass","https://github.com/arekinath/node-getpass","MIT","",""
"glob","https://github.com/isaacs/node-glob","ISC","",""
"globals","https://github.com/sindresorhus/globals","MIT","",""
"graceful-fs","https://github.com/isaacs/node-graceful-fs","ISC","",""
"graphql-tag","https://github.com/apollostack/graphql-tag","MIT","",""
"graphql-tools","https://github.com/apollographql/graphql-tools","MIT","",""
"graphql-upload","github:jaydenseric/graphql-upload","MIT","",""
"graphql","https://github.com/graphql/graphql-js","MIT","",""
"growly","http://github.com/theabraham/growly","MIT","",""
"har-schema","https://github.com/ahmadnassri/har-schema","ISC","",""
"har-validator","https://github.com/ahmadnassri/node-har-validator","MIT","",""
"harmony-reflect","https://tvcutsem@github.com/tvcutsem/harmony-reflect","(Apache-2.0 OR MPL-1.1)","",""
"has-flag","https://github.com/sindresorhus/has-flag","MIT","",""
"has-symbols","https://github.com/ljharb/has-symbols","MIT","",""
"has-value","https://github.com/jonschlinkert/has-value","MIT","",""
